title,age_rating,duration_min,genre,budget,revenue,platform
Quantum Of Solace (4K UHD),13+,106.0,"Action, Adventure, Drama",23161633.14,74211762.47,Prime Video
Quantum of Solace,13+,106.0,Action,11387901.63,34838671.71,Prime Video
Pune 52,18+,122.0,"Drama, Thriller",141151324.52,468786653.47,Prime Video
Pro Wrestlers VS Zombies,16+,92.0,"Action, Comedy, Horror",120199126.97,398719421.59,Prime Video
Plan,18+,141.0,"Action, Comedy, Thriller",41927215.59,136966631.66,Prime Video
Ong Bak 3,R,99.0,Action,206592827.25,687632668.78,Prime Video
Matthew Bourne's The Car Man,13+,98.0,"Documentary and Educational, Entertainment",297878143.78,992904200.55,Prime Video
Mar Negro,18+,96.0,Horror,119298399.54,395707256.51,Prime Video
Malevolent,13+,81.0,"Diversity, Horror",187743032.14,624596180.05,Prime Video
Madres,18+,84.0,Horror,288929806.77,962979644.77,Prime Video
Lansky,R,119.0,"Action, Thriller",249628956.76,831551818.95,Prime Video
Justin Bieber: Our World,PG,95.0,"Documentary and Educational, Entertainment",139602114.77,463605868.08,Prime Video
Hero and the Terror,R,97.0,"Action, Drama, Thriller",221509355.85,737515735.51,Prime Video
Goldeneye (4K UHD),13+,130.0,"Action, Adventure",39312377.03,128222226.75,Prime Video
Goldeneye,13+,130.0,"Action, Thriller",154119052.78,512152645.08,Prime Video
Felícia 2,16+,31.0,"Diversity, Romance",84439022.88,279132371.15,Prime Video
Evilution,18+,91.0,"Action, Horror, Sci-Fi",49187942.68,161247571.53,Prime Video
Die Another Day (4K UHD),13+,133.0,"Action, Adventure",128457990.97,426338278.16,Prime Video
Die Another Day,13+,133.0,Action,40173351.78,131101452.98,Prime Video
Death and All His Friends,16+,82.0,Drama,209996547.34,699015209.66,Prime Video
DEAR CHRISTMAS,G,88.0,Drama,137415773.17,456294420.05,Prime Video
Dead Serious,NR,99.0,"Adventure, Comedy",159812245.14,531191518.1,Prime Video
Date Night: World Premiere,NR,5.0,Comedy,44766405.66,146461301.07,Prime Video
Date Night: Making a Scene,NR,10.0,Comedy,42791726.67,139857683.93,Prime Video
Casino Royale (2006) (4K UHD),13+,145.0,"Action, Adventure, Drama",175441215.14,583457093.72,Prime Video
C.R.Usher,16+,104.0,Drama,295517914.6,985011246.85,Prime Video
Book Of Fire,18+,86.0,"Horror, Sci-Fi",29778924.39,96340958.18,Prime Video
Basement Jack,18+,93.0,Horror,86433697.14,285802855.42,Prime Video
American Renegades,13+,105.0,Action,260968275.84,869472170.63,Prime Video
A-Team: Life After Film School with Joe Carnahan,13+,10.0,"Action, Adventure, Comedy",22609331.66,72364785.05,Prime Video
A Family Man,R,110.0,Drama,262889830.69,875898132.79,Prime Video
5th Street,16+,103.0,"Action, Thriller",157761509.03,524333554.78,Prime Video
Weapons Of Mass Discussion,13+,90.0,Drama,123071765.4,408325947.25,Prime Video
Villain,13+,165.0,"Comedy, Drama",93594488.74,309749596.3,Prime Video
Under the Greenwood Tree,PG,94.0,"Drama, Romance",89838030.28,297187446.41,Prime Video
Un Mundo Secreto,18+,87.0,"Drama, Romance",92434972.15,305872002.19,Prime Video
The Starving Games,13+,82.0,"Comedy, Sci-Fi",265556121.21,884814600.65,Prime Video
The Star,16+,97.0,"Action, Drama",217414773.82,723822850.65,Prime Video
The Shadow,16+,114.0,"Sci-Fi, Thriller",201247179.34,669756035.53,Prime Video
The Hound Of The Baskervilles (1959),PG,87.0,"Drama, Horror, Thriller",239825995.54,798769274.04,Prime Video
The Gracefield Incident,13+,85.0,"Action, Horror, Thriller",77877284.24,257188951.54,Prime Video
The A-Team,13+,119.0,Action,185794800.81,618081007.8,Prime Video
Surviving America,13+,96.0,"Documentary and Educational, Thriller",138559805.45,460120232.33,Prime Video
Suicide Commandos,13+,95.0,"Action, Drama",234950048.92,782463391.04,Prime Video
Stomp The Yard,18+,114.0,Drama,93467577.03,309325184.86,Prime Video
Staying Afloat,16+,90.0,"Action, Drama",193310406.44,643214299.01,Prime Video
Silent Cries,13+,100.0,Drama,264781511.13,882224190.58,Prime Video
Scarlet,16+,114.0,"Drama, Romance",121242992.38,402210261.15,Prime Video
Rage and Honor,R,93.0,Action,20920004.12,66715425.16,Prime Video
Messenger of Death,R,91.0,Action,155299195.88,516099217.26,Prime Video
Meet the Spartans,13+,84.0,Comedy,104445773.85,346037890.56,Prime Video
Legends of Sleepy Hollow,18+,82.0,Horror,201995388.78,672258158.01,Prime Video
Knight and Day,13+,110.0,Action,285358844.5,951037821.46,Prime Video
Knifecorp,16+,87.0,"Horror, Thriller",146196887.08,485659757.17,Prime Video
Klown Kamp Massacre,18+,83.0,"Comedy, Horror",140390878.82,466243611.13,Prime Video
Kicking & Screaming,R,97.0,Comedy,196720855.26,654619341.71,Prime Video
John Tucker Must Die,13+,90.0,"Comedy, Diversity",31945753.57,103587153.84,Prime Video
Happy Little Bunnies,18+,98.0,"Comedy, Drama, Horror",76798350.49,253580838.31,Prime Video
Haikara-San: Here Comes Miss Modern Part 1,13+,97.0,"Animation, Comedy, Drama",275774818.32,918987427.57,Prime Video
Gold Digger,18+,82.0,Comedy,201312841.4,669975619.1,Prime Video
Game on,16+,88.0,"Drama, Romance",5019769.15,13542699.58,Prime Video
Fugitive Nights: Danger In The Desert,18+,94.0,"Action, Drama",62183016.3,204705010.01,Prime Video
Doc West - Part 1,PG,94.0,Comedy,205168342.54,682868982.3,Prime Video
Date Night,13+,88.0,Comedy,229555361.57,764422762.64,Prime Video
Chinnanjiru Kiliye,13+,120.0,"Drama, Romance",252118012.23,839875586.72,Prime Video
Chinna Chinni Asha,13+,76.0,"Drama, Romance",88360864.21,292247585.7,Prime Video
Bride Wars,PG,89.0,Comedy,279377550.29,931035493.42,Prime Video
Bojangles,18+,101.0,Drama,166331121.18,552991598.89,Prime Video
Blue Moon,18+,92.0,Drama,209265167.69,696569368.49,Prime Video
Ardha Shathabdham,13+,116.0,"Action, Drama, Romance",179424919.97,596779188.89,Prime Video
A Perfect Enemy,18+,90.0,"Action, Thriller",37699276.35,122827780.67,Prime Video
A Little Bit Zombie,R,88.0,"Comedy, Horror",288971283.16,963118347.92,Prime Video
A Girl Like Grace,18+,94.0,"Diversity, Drama",37739798.39,122963292.34,Prime Video
Wild Fire,16+,80.0,"Drama, Romance",77209704.97,254956468.22,Prime Video
White Night,13+,87.0,Drama,244274736.19,813646517.43,Prime Video
What Happens in Vegas (Extended Edition),NR,101.0,Comedy,185960491.49,618635101.8,Prime Video
What Happens in Vegas,13+,99.0,Comedy,251606600.45,838165350.46,Prime Video
We Bought A Zoo,PG,124.0,"Comedy, Drama",155205120.32,515784614.76,Prime Video
Tooth Fairy 2,PG,90.0,"Comedy, Family and Children",113720977.37,377055536.04,Prime Video
The Sitter (Unrated),NR,87.0,Comedy,276631804.36,921853315.0,Prime Video
The Sitter,R,81.0,Comedy,11839442.94,36348692.28,Prime Video
The Shadow Side,18+,54.0,"Horror, Thriller",256982935.89,856144607.33,Prime Video
The Rocky Horror Picture Show,R,99.0,"Comedy, Documentary and Educational, Entertainment, Sci-Fi",70014517.77,230894703.41,Prime Video
The Rocker,13+,102.0,"Comedy, Documentary and Educational, Entertainment",254772162.0,848751454.12,Prime Video
The Princess Bride (4K UHD),PG,98.0,"Adventure, Comedy, Drama",42619787.41,139282693.76,Prime Video
The Princess Bride,PG,98.0,"Action, Family and Children, Sci-Fi",174485470.14,580260941.79,Prime Video
The Luzhin Defense,13+,109.0,Drama,266544267.78,888119108.22,Prime Video
Thalaivii (Telugu),G,151.0,Drama,142588354.42,473592292.93,Prime Video
Thalaivii (Tamil),G,151.0,Drama,224223435.47,746592017.14,Prime Video
Thalaivii (Malayalam),G,151.0,Drama,241596813.74,804691150.69,Prime Video
Thalaivii (Kannada),G,151.0,Drama,221211768.41,736520559.3,Prime Video
Snow White,G,85.0,"Documentary and Educational, Entertainment, Family and Children, Sci-Fi",277673591.33,925337203.9,Prime Video
Shanghai Knights,13+,114.0,"Action, Adventure, Comedy",134603434.93,446889547.1,Prime Video
Pretty Woman (Plus Bonus Content),R,139.0,"Comedy, Romance",52764506.31,173208126.62,Prime Video
Pretty Woman,R,120.0,Comedy,15295508.05,47906282.6,Prime Video
Pieces of a Dream: A Story of Gambling,13+,49.0,"Documentary and Educational, Thriller",74691501.02,246535223.65,Prime Video
Oven,PG,2.0,Drama,43816053.66,143283184.13,Prime Video
No Sleep 'Til Christmas,16+,85.0,Drama,167826673.69,557992946.56,Prime Video
Meet the Spartans (Uncut),18+,86.0,Comedy,56298655.83,185026842.68,Prime Video
Marley & Me,PG,116.0,"Comedy, Drama, Family and Children",12641178.48,39029813.92,Prime Video
Love & Other Drugs,R,112.0,"Comedy, Drama",11760958.83,36086229.89,Prime Video
Little Miss Sunshine,R,103.0,"Comedy, Drama",249639280.01,831586341.42,Prime Video
Knight and Day (Extended Edition),13+,117.0,"Action, Adventure, Comedy",177843529.5,591490786.45,Prime Video
Judge Dredd,R,96.0,Thriller,108067505.27,358149493.36,Prime Video
Jack,13+,113.0,Comedy,268374184.78,894238619.94,Prime Video
I Can't Breathe,18+,32.0,"Drama, Sports",21988786.81,70289591.75,Prime Video
Famo$o (4K UHD),G,111.0,Documentary and Educational,294116299.75,980324040.52,Prime Video
Date Night (Extended Cut),NR,102.0,Comedy,185271245.29,616330161.08,Prime Video
Dard Divorce,18+,87.0,"Drama, Horror, Thriller",55855811.94,183545907.54,Prime Video
Anaganaga Oka Nenu,18+,135.0,"Action, Drama, Thriller",204041660.59,679101192.07,Prime Video
A Place at the Table,PG,84.0,"Documentary and Educational, Thriller",229250996.68,763404921.66,Prime Video
12 Dates of Christmas,PG,87.0,"Drama, Romance",129373492.23,429399849.09,Prime Video
10 Things I Hate About You,13+,97.0,"Comedy, Drama, Romance",258628149.27,861646442.98,Prime Video
The Man in the Hat,13+,96.0,Comedy,46068989.78,150817334.06,Prime Video
River,16+,93.0,"Drama, Sci-Fi, Thriller",84372437.49,278909699.82,Prime Video
Pride Of The Bowery,PG,60.0,Comedy,28954216.11,93583012.35,Prime Video
Outpost,R,90.0,Action,64052474.34,210956752.82,Prime Video
Harry Brown,R,103.0,"Action, Drama, Thriller",72379914.76,238804939.03,Prime Video
Duck the Halls: A Mickey Mouse Christmas Special,G,23.0,"Animation, Family and Children",275372324.09,917641427.6,Disney+
Ernest Saves Christmas,PG,91.0,Comedy,24354796.94,78201877.78,Disney+
Ice Age: A Mammoth Christmas,G,23.0,"Animation, Comedy, Family and Children",128797120.94,427472378.68,Disney+
The Queen Family Singalong,PG,41.0,Musicals,160187207.48,532445447.36,Disney+
Becoming Cousteau,13+,94.0,Documentary and Educational,269709223.09,898703184.5,Disney+
A Muppets Christmas: Letters To Santa,G,45.0,"Comedy, Family and Children, Musicals",299311169.38,997696449.04,Disney+
Adventure Thru the Walt Disney Archives,PG,59.0,Documentary and Educational,226263046.36,753412776.11,Disney+
Puppy for Hanukkah,G,4.0,"Comedy, Family and Children, Musicals",291266506.18,970793911.47,Disney+
The Pixar Story,G,91.0,"Documentary and Educational, Family and Children",236343238.63,787122422.42,Disney+
America the Beautiful,PG,2.0,Documentary and Educational,288997589.65,963206320.71,Disney+
Baymax!,G,1.0,Animation,212473947.06,707299998.87,Disney+
Ciao Alberto,PG,8.0,"Animation, Comedy, Family and Children",24849264.21,79855449.11,Disney+
Enchanted,PG,110.0,"Comedy, Family and Children, Fantasy",121174135.91,401979994.97,Disney+
Feast,G,8.0,"Animation, Comedy, Drama",194332587.86,646632624.07,Disney+
Frozen Fever,G,11.0,"Animation, Family and Children, Fantasy",105864834.33,350783437.6,Disney+
Get a Horse!,G,7.0,"Action, Animation, Comedy",82741791.52,273456579.72,Disney+
Home Sweet Home Alone,PG,95.0,"Comedy, Family and Children",173642380.87,577441527.21,Disney+
Jungle Cruise,13+,129.0,"Action, Comedy, Family and Children",280117061.13,933508526.51,Disney+
Limitless with Chris Hemsworth,13+,2.0,Reality,11459580.18,35078375.33,Disney+
Obi-Wan Kenobi,PG,1.0,"Action, Sci-Fi",217095456.14,722755005.32,Disney+
Paperman,G,7.0,"Animation, Comedy, Family and Children",289222074.19,963957030.05,Disney+
Shang-Chi and The Legend of The Ten Rings,13+,134.0,"Action, Fantasy",228907536.05,762256338.79,Disney+
Spin,G,94.0,"Drama, Musicals",156602220.64,520456723.81,Disney+
Tangled Ever After,G,9.0,"Animation, Family and Children",62075998.42,204347126.48,Disney+
The Ballad of Nessie,G,8.0,"Animation, Family and Children, Fantasy",164025479.78,545281194.75,Disney+
The Little Matchgirl,G,7.0,"Animation, Drama",229840246.18,765375458.72,Disney+
The Making of Happier Than Ever: A Love Letter to Los Angeles,PG,30.0,Musicals,268805094.58,895679645.72,Disney+
The Proud Family: Louder and Prouder,G,1.0,"Animation, Comedy, Drama",237123890.75,789733038.01,Disney+
The Simpsons in Plusaversary,PG,6.0,"Animation, Comedy",59384813.62,195347408.5,Disney+
Tick Tock Tale,G,6.0,"Animation, Family and Children, Thriller",180306207.95,599726345.6,Disney+
Under the Helmet: The Legacy of Boba Fett,PG,22.0,Sci-Fi,100319864.4,332240242.19,Disney+
Willow,PG,3.0,"Action, Fantasy",3752494.55,9304746.82,Disney+
Alvin and the Chipmunks: Chipwrecked,G,87.0,"Comedy, Family and Children, Musicals",60866059.8,200300913.7,Disney+
Jingle All The Way,PG,90.0,"Comedy, Family and Children",34852974.33,113309327.87,Disney+
Jingle All the Way 2,PG,91.0,"Comedy, Family and Children",252973017.94,842734851.63,Disney+
Prep & Landing: Operation Secret Santa,G,8.0,"Animation, Family and Children, Fantasy",78293369.39,258580401.52,Disney+
Santa Buddies: The Legend of Santa Paws,G,93.0,"Comedy, Family and Children, Fantasy",86124692.7,284769499.09,Disney+
Snow Buddies,G,91.0,"Action, Comedy, Family and Children",288021034.97,959940578.14,Disney+
Space Buddies,G,87.0,"Action, Comedy, Family and Children",114346930.19,379148814.38,Disney+
The Search for Santa Paws,G,101.0,"Drama, Family and Children, Fantasy",3866106.4,9684681.58,Disney+
X-Men: First Class,13+,132.0,"Action, Sci-Fi",85869998.36,283917763.73,Disney+
Bob Ballard: An Explorer's Life,PG,44.0,Documentary and Educational,36670574.6,119387650.64,Disney+
"McFarland, USA",PG,131.0,"Drama, Sports",31739759.96,102898280.88,Disney+
Rookie of the Year,PG,104.0,"Comedy, Family and Children, Sports",24168699.75,77579541.41,Disney+
Thumbelina,G,87.0,"Animation, Family and Children, Fantasy",178384581.58,593300144.23,Disney+
Lost Cities with Albert Lin: The Great Flood,PG,44.0,"Documentary and Educational, History",57614969.37,189428788.86,Disney+
Megacity of the Maya Warriors,PG,44.0,Documentary and Educational,109011595.42,361306669.76,Disney+
Just Roll With It: You Decide Live!,G,52.0,Comedy,258743297.12,862031514.36,Disney+
Mickey's Tale of Two Witches,G,47.0,"Animation, Family and Children, Fantasy",127877103.8,424395705.98,Disney+
Muppets Haunted Mansion,PG,53.0,"Comedy, Family and Children, Musicals",274791713.67,915699780.92,Disney+
The Most Magical Story on Earth: 50 Years of Walt Disney World,PG,85.0,Family and Children,149883477.97,497988259.59,Disney+
Under Wraps,G,92.0,"Action, Comedy, Family and Children",120252147.84,398896731.18,Disney+
Black Widow,13+,135.0,"Action, Sci-Fi",225366289.2,750413888.2,Disney+
Fauci,13+,105.0,Documentary and Educational,22879354.53,73267781.26,Disney+
Alvin and the Chipmunks,PG,91.0,"Animation, Comedy, Family and Children",27754036.51,89569435.14,Disney+
Alvin and the Chipmunks: The Road Chip,PG,92.0,"Comedy, Family and Children, Musicals",195940140.46,652008516.55,Disney+
LEGO Star Wars Terrifying Tales,PG,47.0,"Action, Animation, Sci-Fi",146595273.26,486992019.17,Disney+
Maleficent,PG,99.0,"Action, Family and Children, Fantasy",237334159.85,790436208.79,Disney+
The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,G,22.0,"Animation, Comedy, Family and Children",274964980.37,916279210.26,Disney+
A Spark Story,PG,88.0,Documentary and Educational,117121696.42,388428040.98,Disney+
Spooky Buddies,G,93.0,"Comedy, Family and Children, Fantasy",179326597.95,596450385.58,Disney+
The Fault in Our Stars,13+,127.0,"Drama, Romance",150708291.71,500746558.13,Disney+
Confessions of a Shopaholic,PG,106.0,"Comedy, Romance",294501586.04,981612494.58,Disney+
Descendants: Royal Wedding,G,22.0,"Animation, Fantasy, Musicals",249494237.8,831101298.92,Disney+
Disney's Broadway Hits at London's Royal Albert Hall,G,116.0,Musicals,273609574.77,911746534.51,Disney+
Flooded Tombs of the Nile,PG,44.0,Documentary and Educational,77047686.19,254414653.57,Disney+
Jade Eyed Leopard,PG,44.0,Documentary and Educational,231985400.53,772549170.52,Disney+
Nona,G,9.0,"Animation, Comedy, Family and Children",80376494.27,265546677.68,Disney+
Smoky Mountain Park Rangers,PG,42.0,Documentary and Educational,63414017.5,208821659.18,Disney+
Far Away From Raven’s Home,G,11.0,Comedy,283335581.74,944271733.04,Disney+
Pirates of the Caribbean: On Stranger Tides,13+,140.0,"Action, Fantasy",6772020.6,19402486.28,Disney+
Twenty Something,PG,11.0,"Animation, Family and Children",289651222.4,965392164.79,Disney+
Happier Than Ever: A Love Letter to Los Angeles,13+,66.0,Musicals,45629307.2,149346970.8,Disney+
X-Men: Dark Phoenix,13+,115.0,"Action, Family and Children, Sci-Fi",246011986.46,819456137.99,Disney+
Cruella,13+,137.0,"Drama, Thriller",83500843.37,275994960.81,Disney+
Dan in Real Life,13+,99.0,"Comedy, Drama, Romance",105859995.9,350767257.2,Disney+
Disney Princess Remixed - An Ultimate Princess Celebration,G,22.0,"Family and Children, Musicals",65810555.69,216836035.55,Disney+
Marvel One-Shot: All Hail the King,13+,14.0,"Comedy, Drama, Thriller",176068698.7,585555491.08,Disney+
Underdog,PG,85.0,"Action, Comedy, Family and Children",105080568.7,348160737.95,Disney+
Eragon,PG,104.0,"Action, Family and Children, Fantasy",197560518.81,657427300.19,Disney+
Fantastic Four,13+,106.0,"Action, Family and Children, Sci-Fi",5678548.06,15745753.21,Disney+
X-Men,13+,105.0,"Action, Family and Children, Sci-Fi",20248090.17,64468446.03,Disney+
Beverly Hills Chihuahua 2,G,88.0,"Action, Comedy, Family and Children",30798684.67,99751186.62,Disney+
Beverly Hills Chihuahua 3: Viva La Fiesta!,G,92.0,"Comedy, Drama, Family and Children",126279111.91,419051785.94,Disney+
Killer Shark vs Killer Whale,13+,44.0,Documentary and Educational,244624055.63,814814693.04,Disney+
Mrs. Doubtfire,13+,126.0,"Comedy, Drama",266565195.2,888189092.59,Disney+
Built for Mars: The Perseverance Rover,PG,88.0,Documentary and Educational,74198411.28,244886258.99,Disney+
Garfield,PG,82.0,"Comedy, Family and Children",172736547.55,574412287.27,Disney+
Ice Age: The Meltdown,PG,94.0,"Animation, Comedy, Family and Children",230741132.82,768388156.19,Disney+
Playing with Sharks,13+,91.0,Documentary and Educational,87359999.55,288900546.98,Disney+
Shark vs. Surfer,13+,44.0,Documentary and Educational,123293313.28,409066835.96,Disney+
Shark vs. Whale,PG,44.0,Documentary and Educational,157668286.6,524021805.27,Disney+
Stuntman,13+,87.0,Documentary and Educational,41327579.08,134961358.92,Disney+
Walking with Dinosaurs: The Movie,PG,88.0,"Action, Family and Children, Fantasy",8768705.82,26079695.5,Disney+
What the Shark?,PG,44.0,Documentary and Educational,46688936.99,152890528.74,Disney+
Most Wanted Sharks,PG,44.0,Documentary and Educational,188429232.75,626890935.89,Disney+
Secrets of the Bull Shark,13+,44.0,Documentary and Educational,23011860.2,73710899.71,Disney+
Shark Attack Investigation: The Paige Winter Story,13+,44.0,Documentary and Educational,57719213.09,189777395.21,Disney+
Sharkcano,PG,44.0,Documentary and Educational,102018311.82,337920100.31,Disney+
We Bought a Zoo,PG,125.0,"Documentary and Educational, Drama, Family and Children",24283149.23,77962277.3,Disney+
World's Biggest Bullshark,PG,44.0,Documentary and Educational,58318082.08,191780101.23,Disney+
World's Most Dangerous Shark?,13+,44.0,Documentary and Educational,273469666.91,911278662.0,Disney+
Flicka,PG,95.0,"Documentary and Educational, Drama",6770440.54,19397202.31,Disney+
"Miraculous World: Shanghai, The Legend of Ladydragon",PG,54.0,"Animation, Fantasy",196376145.33,653466580.98,Disney+
Orca vs. Great White,13+,44.0,Documentary and Educational,115938270.34,384470490.02,Disney+
Rogue Shark?,13+,44.0,Documentary and Educational,202121973.09,672681474.56,Disney+
Shark Beach with Chris Hemsworth,PG,44.0,Documentary and Educational,177018824.39,588732851.19,Disney+
Shark Gangs,13+,44.0,Documentary and Educational,67826127.55,223576404.48,Disney+
The Croc That Ate Jaws,13+,44.0,Documentary and Educational,254315636.78,847224766.62,Disney+
"The Good, The Bart, and The Loki",PG,6.0,"Animation, Comedy, Fantasy",148090174.4,491991188.57,Disney+
The Sandlot,PG,101.0,"Comedy, Drama, Family and Children",246938269.66,822553765.31,Disney+
The Sandlot 2,PG,98.0,"Comedy, Sports",122397748.32,406071934.93,Disney+
Adventures in Babysitting,PG,102.0,"Action, Comedy, Drama",295420980.62,984687085.36,Disney+
Wolfgang,PG,80.0,Documentary and Educational,231376318.19,770512309.57,Disney+
Luca,PG,101.0,"Animation, Drama",289819111.33,965953610.09,Disney+
Strange Magic,PG,101.0,"Action, Animation, Family and Children",154783617.19,514375046.26,Disney+
The Happiest Millionaire,G,170.0,"Documentary and Educational, Drama, Family and Children",142633648.55,473743763.18,Disney+
The Pacifier,PG,97.0,"Action, Comedy",226880688.99,755478263.94,Disney+
Raya and the Last Dragon,PG,112.0,"Action, Animation, Family and Children",264207087.64,880303233.89,Disney+
Red Tails,13+,126.0,"Action, Drama, History",289279592.96,964149381.29,Disney+
Us Again,G,7.0,"Animation, Family and Children, Musicals",98041019.9,324619450.84,Disney+
American Eid,G,21.0,Drama,239812667.58,798724703.39,Disney+
Dinner Is Served,PG,21.0,Drama,63983033.69,210724533.08,Disney+
Growing Fangs,PG,20.0,"Drama, Fantasy",164126729.68,545619789.31,Disney+
Let's Be Tigers,PG,15.0,Drama,54774596.37,179930163.59,Disney+
The Last of the Chupacabras,PG,14.0,Fantasy,104871811.16,347462622.01,Disney+
The Little Prince(ss),PG,19.0,Drama,279476151.79,931365231.37,Disney+
Tinker Bell and the Legend of the NeverBeast,G,79.0,"Action, Animation, Fantasy",44681119.23,146176090.7,Disney+
X-Men: The Last Stand,13+,105.0,"Action, Family and Children, Sci-Fi",190087867.65,632437655.05,Disney+
Fantastic Four: Rise of the Silver Surfer,PG,93.0,"Action, Family and Children, Sci-Fi",178293327.61,592994977.5,Disney+
Wild Hearts Can't Be Broken,G,89.0,"Documentary and Educational, Drama",37100767.46,120826278.87,Disney+
"Maggie Simpson in ""The Force Awakens from its Nap""",PG,4.0,"Animation, Comedy",98467734.09,326046445.86,Disney+
Star Wars Biomes,G,18.0,Sci-Fi,169331469.85,563025206.36,Disney+
22 vs. Earth,PG,9.0,"Animation, Comedy, Family and Children",56966404.09,187259891.13,Disney+
Disney My Music Story SUKIMASWITCH,PG,81.0,"Documentary and Educational, Musicals",240386473.27,800643594.05,Disney+
Oklahoma!,PG,148.0,"Musicals, Romance",291674796.35,972159293.88,Disney+
Baby's Day Out,PG,99.0,"Action, Comedy, Thriller",65213060.59,214837924.02,Disney+
Being the Queen,13+,44.0,Documentary and Educational,56886677.47,186993273.59,Disney+
Rio,G,99.0,"Action, Animation, Comedy",137025586.47,454989578.29,Disney+
The Kid Who Would Be King,PG,121.0,"Action, Drama, Family and Children",224581817.86,747790500.61,Disney+
Treasure Buddies,G,96.0,"Action, Comedy, Family and Children",85198582.46,281672450.17,Disney+
White Fang 2: Myth of the White Wolf,PG,106.0,"Action, Documentary and Educational, Drama",6944092.7,19977920.71,Disney+
Cesar Millan: The Real Story,PG,45.0,Documentary and Educational,162824967.78,541266505.97,Disney+
Man of the House,PG,97.0,"Comedy, Drama, Thriller",287023569.76,956604907.71,Disney+
Mark Twain and Me,PG,93.0,"Documentary and Educational, Drama",117991779.77,391337727.72,Disney+
Squanto: A Warrior's Tale,PG,102.0,"Action, Documentary and Educational, Drama",126620231.7,420192540.73,Disney+
Caravan of Courage: An Ewok Adventure,PG,97.0,"Action, Fantasy, Sci-Fi",290701613.42,968904826.94,Disney+
Ewoks: The Battle for Endor,PG,97.0,"Action, Fantasy, Sci-Fi",208687675.88,694638150.87,Disney+
Island at the Top of the World,G,94.0,"Action, Fantasy, Thriller",216032404.93,719200005.65,Disney+
Night at the Museum,PG,109.0,"Action, Comedy, Family and Children",169247899.61,562745735.17,Disney+
Sharks Of The Bermuda Triangle,PG,45.0,Documentary and Educational,292408154.05,974611749.94,Disney+
Star Wars Vintage: Story of the Faithful Wookiee,PG,9.0,Animation,206971078.84,688897597.78,Disney+
The Big Year,PG,101.0,"Comedy, Documentary and Educational",268614792.73,895043248.33,Disney+
The Last Ice,13+,82.0,Documentary and Educational,210114280.85,699408927.85,Disney+
Third Man on the Mountain,G,107.0,"Action, Drama, Family and Children",220799631.63,735142313.26,Disney+
Gnomeo & Juliet,G,86.0,"Action, Animation, Family and Children",87832865.72,290481881.05,Disney+
Disney My Music Story: Perfume,NR,53.0,"Documentary and Educational, Musicals",91740130.71,303548350.14,Disney+
Doc McStuffins: The Doc Is In,G,24.0,"Animation, Family and Children",235112410.22,783006351.11,Disney+
Miss Peregrine's Home for Peculiar Children,13+,127.0,"Drama, Fantasy",89715180.46,296776618.54,Disney+
Own the Room,13+,91.0,Documentary and Educational,169268251.17,562813793.79,Disney+
Garfield: A Tail of Two Kitties,PG,79.0,"Comedy, Family and Children",75556340.96,249427375.68,Disney+
Myth: A Frozen Tale,G,12.0,"Animation, Family and Children, Fantasy",245278030.86,817001682.47,Disney+
Okavango: River of Dreams,PG,95.0,Documentary and Educational,34039904.02,110590301.09,Disney+
Cheaper By the Dozen,PG,99.0,"Comedy, Family and Children",181216210.35,602769527.53,Disney+
Cheaper by the Dozen 2,PG,95.0,"Comedy, Family and Children",56885950.91,186990843.87,Disney+
Flora & Ulysses,PG,95.0,"Comedy, Drama",163068580.27,542081181.97,Disney+
The Book of Life,PG,101.0,"Action, Animation, Comedy",85467152.22,282570586.96,Disney+
Marvel's Behind the Mask,13+,65.0,"Documentary and Educational, Musicals",97716733.08,323534988.0,Disney+
Rodgers & Hammerstein's Cinderella,G,86.0,"Comedy, Family and Children, Fantasy",106106884.44,351592888.79,Disney+
You Again,PG,106.0,Comedy,19932454.84,63412915.05,Disney+
Disney My Music Story: Yoshiki,PG,48.0,"Documentary and Educational, Musicals",295802543.64,985963088.23,Disney+
Expedition Everest,PG,45.0,Documentary and Educational,10428853.81,31631474.67,Disney+
Upside-Down Magic,PG,97.0,"Drama, Fantasy",199086565.08,662530623.5,Disney+
Texas Storm Squad,13+,44.0,Documentary and Educational,111997066.68,371290524.99,Disney+
Wild Uganda,PG,45.0,Documentary and Educational,194157076.99,646045689.92,Disney+
Isle of Dogs,13+,102.0,"Action, Animation, Comedy",107518227.67,356312628.26,Disney+
Mary Poppins Returns,PG,140.0,"Family and Children, Fantasy, Musicals",202451443.23,673783271.19,Disney+
Ferdinand,PG,111.0,"Action, Animation, Comedy",219041417.33,729262585.92,Disney+
Toy Story: That Time Forgot,G,22.0,"Action, Animation, Comedy",207475239.48,690583585.14,Disney+
700 Sharks,PG,45.0,Documentary and Educational,35074632.43,114050585.16,Disney+
Big Sharks Rule,13+,45.0,Documentary and Educational,197411077.16,656927545.33,Disney+
Dr. Seuss' Horton Hears a Who!,G,88.0,"Animation, Comedy, Family and Children",84716277.29,280059550.7,Disney+
Great Shark Chow Down,PG,45.0,Documentary and Educational,9611609.8,28898490.43,Disney+
Mega Hammerhead,PG,43.0,Documentary and Educational,125034370.89,414889188.82,Disney+
Burrow,G,6.0,"Animation, Family and Children",130629387.74,433599748.49,Disney+
